"isSpam","isRe","underscore","priority","isInReplyTo","sortedRec","subPunc","multipartText","hasImages","isPGPsigned","subSpamWords","noHost","numEnd","isYelling","isOrigMsg","isDear","isWrote","numLines","bodyCharCt","subExcCt","subQuesCt","numAtt","numRec","perCaps","hour","perHTML","subBlanks","forwards","avgWordLen","numDlr"
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",24,724,0,0,0,1,2.1611,17,0,9.803922,0,5.247423,0
"F","T","F","F","T","T","F","F","F","T","F","F","T","F","F","F","T",57,1677,0,0,1,1,3.733333,17,0,10.90909,0,5.408654,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","T","F","F",73,2511,0,0,0,2,2.890792,1,0,14.28571,35.61644,4.132743,7
"F","F","F","F","F","T","F","F","F","T","F","F","T","F","T","F","F",91,3287,0,0,1,1,8.714597,18,0,10.09174,0,5.180587,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",42,1342,0,0,0,1,3.767492,19,0,12.5,35.71429,4.42381,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",30,796,0,1,0,1,23.21083,23,0,10.52632,10,4.418803,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",29,871,0,1,0,1,4.954128,23,0,10.52632,10.34483,4.291339,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",28,945,0,0,0,1,2.80236,13,0,10.71429,0,4.346154,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",36,1900,0,0,0,1,4.508857,15,0,12.5,33.33333,4.435714,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",32,1306,0,0,0,2,4.376368,15,0,12.5,31.25,4.502463,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",28,1085,0,1,0,1,2.739726,3,0,11.62791,0,4.5625,1
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",56,3091,0,0,0,2,2.126822,19,0,16.41791,0,4.790566,0
"F","T","F","T","T","T","F","F","F","F","F","F","F","F","F","F","T",27,1083,0,0,0,1,3.422983,17,0,13.63636,44.44444,4.351064,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",28,727,0,0,0,1,5.506608,2,0,11.42857,0,4.54,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","T","F","F",105,5785,0,0,0,3,3.440767,19,0,16.66667,0,4.748707,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",24,857,0,0,0,4,4.518072,18,0,16,29.16667,4.955224,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",29,1211,0,0,0,1,2.083333,22,0,13.63636,0,3.950617,0
"F","T","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F",38,1025,0,0,1,4,5.569948,18,0,15.49296,18.42105,5.012987,0
"F","T","F","F","F","T","F","F","F","F","F","F","F","F","T","F","T",80,4174,0,0,0,4,3.16947,17,0,16,78.75,4.749616,1
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",20,714,0,0,0,1,7.233273,10,0,13.63636,50,4.850877,0
"F","T","F","F","F","F","F","F","F","F","F","F","F","F","T","F","T",72,3218,0,0,0,3,4.467806,23,0,15.49296,54.16667,4.659184,1
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","T","F","T",88,4355,0,0,0,3,4.092219,15,0,15.49296,27.27273,4.94302,0
"F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",43,1549,0,0,0,2,8.278146,9,0,13.63636,6.976744,4.463054,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",31,1498,0,0,0,4,5.555556,19,0,15.49296,51.6129,4.623853,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",61,2263,0,0,0,1,5.238468,2,0,12.12121,0,4.617329,0
"F","T","F","F","T","T","F","F","F","F","T","F","F","F","F","F","T",59,2459,0,0,0,2,3.524461,12,0,15.51724,33.89831,4.350114,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",73,3135,0,0,0,3,3.474747,21,0,13.63636,12.32877,4.815175,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",37,1968,0,0,0,4,3.617571,0,0,13.63636,10.81081,4.807453,1
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",32,777,0,0,0,1,4.793388,23,0,15.49296,18.75,4.481481,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",61,2614,0,0,0,1,2.252036,18,0,10.86957,0,4.488172,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",37,1517,0,1,0,NA,2.849265,13,0,9.090909,24.32432,4.31746,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",9,411,0,1,0,NA,2.830189,13,0,9.090909,44.44444,4.416667,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",15,577,0,0,0,NA,7.801418,13,0,10.9375,6.666667,4.316327,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",16,633,0,1,0,NA,7.78032,14,0,9.090909,18.75,3.833333,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",10,496,0,1,0,NA,2.319588,14,0,9.090909,10,4.359551,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",43,1208,0,0,0,1,7.673569,3,0,15.51724,25.5814,4.437838,3
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",25,988,0,1,0,NA,2.994792,14,0,9.090909,4,4.338983,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",36,1588,0,0,0,NA,2.340597,14,0,4.545455,0,4.378092,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",11,309,0,1,0,NA,7.762557,14,0,9.090909,9.090909,4.132075,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",30,1130,0,0,0,NA,4.455446,14,0,4.545455,13.33333,4.275132,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",52,2447,0,1,0,NA,2.73752,14,0,9.090909,38.46154,4.14922,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",31,1129,0,0,0,NA,3.558719,14,0,4.545455,54.83871,4.112195,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",42,1988,0,1,0,NA,2.59481,14,0,9.090909,50,4.22191,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",33,1203,0,0,0,NA,4.857445,15,0,4.545455,0,4.688119,2
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",38,1273,0,0,0,NA,4.87013,15,0,4.545455,31.57895,4.358491,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",31,1178,0,0,0,NA,2.272727,15,0,4.545455,45.16129,4.442308,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",43,1194,0,0,0,1,6.985294,3,0,11.11111,30.23256,4.25,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",30,1257,0,0,0,NA,3.911205,15,0,4.545455,86.66667,4.526316,2
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",16,557,0,0,0,NA,3.301887,15,0,4.545455,12.5,4.076923,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",13,407,0,0,0,NA,5.479452,15,0,4.545455,23.07692,4,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",17,766,0,0,0,NA,3.392569,15,0,4.545455,11.76471,4.518248,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",29,1310,0,0,0,NA,4.411765,16,0,4.545455,3.448276,4.285714,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",61,2561,0,0,0,NA,1.980198,16,0,9.803922,18.03279,4.208333,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",13,627,0,0,0,NA,4.123711,16,0,4.545455,30.76923,4.254386,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",17,725,0,0,0,NA,1.355932,16,0,4.545455,0,4.43609,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",96,3202,0,1,0,NA,4.593968,16,0,9.090909,45.83333,4.371197,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",47,1283,0,1,0,NA,1.861042,16,0,9.090909,6.382979,3.766355,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",39,1090,0,1,0,1,8.933333,3,0,15.15152,12.82051,4.120879,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",15,524,0,1,0,NA,3.846154,16,0,9.090909,0,4.020619,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",64,2625,0,0,0,NA,3.455183,17,0,4.545455,17.1875,4.109053,1
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",48,2192,0,0,0,NA,2.209302,17,0,4.545455,27.08333,4.37659,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",37,1909,0,0,0,NA,5.592105,17,0,4.545455,0,4.367816,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",10,487,0,0,0,NA,1.538462,17,0,4.545455,40,4.756098,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",18,743,0,1,0,NA,5.740741,18,0,9.090909,38.88889,4.615385,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",25,1189,0,0,0,NA,4.822044,18,0,4.545455,0,4.311881,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",41,1793,0,0,0,NA,4.512373,19,0,4.545455,56.09756,4.490196,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",13,570,0,0,0,NA,3.030303,19,0,4.545455,46.15385,4.009346,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",17,749,0,0,0,NA,3.090909,19,0,4.545455,58.82353,4.044118,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",41,1000,3,0,0,1,8.307692,4,0,13.72549,29.26829,4.248366,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",13,570,0,0,0,NA,2.564103,19,0,4.545455,23.07692,4.42268,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",25,1095,0,0,0,NA,3.76914,19,0,4.545455,8,4.266332,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","T","F","F",38,1330,0,0,0,NA,5.136268,19,0,4.545455,71.05263,4.457944,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",49,1638,0,0,0,NA,4.484305,19,0,4.545455,14.28571,3.805461,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",14,623,0,0,0,NA,8.179959,21,0,4.545455,14.28571,4.486239,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",35,1657,0,0,0,NA,5.902192,21,0,4.545455,40,4.161404,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",13,251,0,0,0,NA,4.864865,22,0,10,7.692308,4.625,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",22,685,0,0,0,NA,2.935421,23,0,10,31.81818,4.154472,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",16,455,0,0,0,NA,6.578947,23,0,8.695652,0,4.222222,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",113,4034,0,0,0,NA,3.74288,0,0,10,7.079646,4.289703,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",50,1328,3,0,0,1,8.539326,4,0,13.72549,44,4.405941,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",48,1790,0,0,0,NA,3.950256,0,0,6.896552,33.33333,4.339683,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",19,883,0,1,0,NA,2.37037,0,0,9.090909,31.57895,3.947368,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",12,549,0,0,0,NA,2.25,0,0,10,16.66667,4.040404,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",189,4262,0,0,0,NA,7.594937,2,0,10,1.058201,4.257485,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",25,928,0,1,0,NA,2.390999,3,0,9.090909,44,4.528662,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",15,465,0,0,0,NA,2.542373,3,0,10,20,3.933333,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",25,875,0,0,0,NA,2.416918,3,0,10,24,4.189873,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",12,235,0,0,0,NA,2.459016,3,0,10,8.333333,4.206897,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",16,809,0,0,0,NA,5.573248,3,0,8.571429,0,4.131579,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",10,368,0,0,0,NA,5.333333,4,0,9.375,0,4.615385,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",39,825,0,0,0,1,6.830123,7,0,14.70588,0,5.053097,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",17,616,0,0,0,NA,3.974895,4,0,9.375,35.29412,4.08547,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",10,272,0,0,0,NA,8.5,4,0,8.571429,0,4.166667,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",6,121,0,0,0,NA,5.208333,4,0,5.882353,0,4.173913,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",10,269,0,0,0,NA,6.730769,5,0,12.12121,0,4.333333,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",28,1185,0,0,0,NA,2.810811,5,0,6.896552,17.85714,4.262673,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",21,969,0,0,0,NA,2.472527,5,0,6.896552,57.14286,4.232558,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",16,653,0,0,0,NA,5.645161,5,0,12.12121,50,4.168067,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",16,555,0,0,0,NA,5.236908,5,0,12.12121,0,3.970297,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",9,360,0,0,0,NA,6.47482,5,0,9.375,44.44444,4.149254,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",12,352,0,0,0,NA,6.614786,5,0,9.375,16.66667,4.431034,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",30,876,0,0,0,1,5.254237,7,0,15.78947,23.33333,4.244604,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",8,133,0,0,0,NA,6.25,5,0,12.12121,0,3.428571,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",12,403,0,0,0,NA,7.986111,5,0,9.375,25,3.84,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",19,737,0,0,0,NA,2.688172,5,0,6.896552,15.78947,3.929577,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",19,835,0,0,0,NA,2.635914,6,0,6.896552,78.94737,3.96732,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",79,2541,0,0,0,NA,7.854545,17,0,10,3.797468,4.217791,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",113,4022,0,0,0,NA,5.258799,19,0,10,55.75221,4.390909,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",19,755,0,1,0,NA,5.689655,20,0,9.090909,31.57895,4.233577,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",48,1081,0,0,0,NA,5.236908,20,0,10,0,5.075949,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",26,1011,0,1,0,NA,7.915567,20,0,9.090909,42.30769,4.075269,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",5,181,0,1,0,NA,2,23,0,6.666667,0,4.83871,0
"F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",29,912,0,0,0,1,4.680187,7,0,16.66667,10.34483,4.273333,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",13,395,0,0,0,NA,6.333333,23,0,10,53.84615,5,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",12,567,0,1,0,NA,2.232143,2,0,6.666667,25,4.435644,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",43,1709,0,1,0,NA,6.804281,2,0,9.090909,16.27907,4.219355,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",238,11963,0,1,0,NA,4.217816,3,0,9.090909,12.60504,4.400277,10
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",65,2644,0,1,0,NA,3.985873,5,0,9.090909,40,4.155136,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",204,8078,0,1,0,NA,4.904632,7,0,9.090909,13.23529,4.208026,1
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",86,2594,0,1,0,NA,5.515588,7,0,9.090909,16.27907,3.92163,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",22,867,0,1,0,NA,3.177005,11,0,6.666667,13.63636,4.466216,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",29,678,0,0,0,NA,1.729107,17,0,7.407407,0,4.3375,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",40,1212,0,0,0,NA,2.244039,18,0,7.407407,62.5,4.051136,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",14,545,0,0,0,1,5.11509,8,0,21.05263,0,4.654762,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",119,2754,0,0,0,NA,2.1398,19,0,7.407407,0,4.49359,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",16,868,0,1,0,NA,2.37037,20,0,9.090909,25,4.041916,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",10,442,0,1,0,NA,10.94225,20,0,9.090909,30,4.012195,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",25,1271,0,0,0,NA,1.552795,20,0,6.896552,28,4.058824,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",34,1211,0,0,0,NA,4.458599,20,0,8.571429,32.35294,4.262443,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",12,342,0,0,0,NA,6.334842,20,0,15,0,4.911111,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",15,640,0,0,0,NA,1.565558,20,0,15,33.33333,4.961165,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",43,1287,0,0,0,NA,2.061856,1,0,7.407407,6.976744,4.165644,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",8,239,0,0,0,NA,3.571429,2,0,6.896552,37.5,4.097561,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",86,2659,0,0,0,NA,2.125984,3,0,7.407407,41.86047,4.440559,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",43,1596,0,0,0,1,3.344768,8,0,13.15789,0,4.89916,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",18,576,0,1,0,NA,2.962963,13,0,6.666667,22.22222,4.263158,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",24,1062,0,1,0,NA,4.97449,14,0,9.090909,41.66667,3.959596,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",53,2467,0,1,0,NA,3.899721,14,0,9.090909,26.41509,4.098174,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",15,379,0,1,0,NA,4.444444,14,0,6.666667,6.666667,4.153846,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",8,331,0,1,0,NA,2.777778,15,0,6.666667,37.5,4.2,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",11,230,0,1,0,NA,4,16,0,6.666667,27.27273,4.268293,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",14,554,0,2,0,NA,3.532009,16,0,12.32877,0,4.622449,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",14,438,0,0,0,NA,6.666667,16,0,10,35.71429,4.921875,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",24,1203,0,2,0,NA,2.623295,16,0,11.11111,41.66667,4.412037,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",8,186,0,1,0,NA,4.411765,18,0,6.666667,0,3.675676,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",9,228,0,0,0,1,6.716418,8,0,20,0,4.1875,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",32,1588,0,2,0,NA,3.185247,19,0,11.11111,15.625,4.200704,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",21,1051,0,2,0,NA,4.510309,19,0,11.11111,42.85714,4.172043,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",11,433,0,2,0,NA,8.641975,19,0,11.11111,0,4.56338,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",97,4891,0,0,0,NA,3.780557,21,0,11.32075,0,4.441919,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",104,2048,0,0,0,NA,2.48062,3,0,6.666667,0,4.10828,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",110,2317,0,0,0,NA,2.7127,9,0,6.666667,4.545455,4.116751,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",22,711,0,1,0,NA,3.413655,16,0,7.692308,0,4.611111,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",26,1072,0,1,0,NA,3.187251,17,0,7.692308,69.23077,4.455621,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",11,490,0,1,0,NA,2.98103,18,0,7.692308,27.27273,4.193182,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",68,2360,0,0,0,NA,3.018109,19,0,6.666667,57.35294,4.359649,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",12,462,0,0,0,1,6.289308,8,0,13.88889,0,4.24,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",186,6354,0,0,0,NA,6.803486,3,0,7.407407,4.301075,4.723772,2
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",80,2589,0,0,0,NA,4.794521,5,0,10.41667,0,4.679487,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",13,489,0,0,0,NA,4.557641,7,0,10.41667,23.07692,4.098901,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",13,518,0,0,0,NA,4.497354,12,0,7.407407,15.38462,4.447059,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",137,4228,0,0,0,NA,2.901786,0,0,6.666667,34.30657,4.12523,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",31,1364,0,0,0,NA,2.601156,0,0,6.666667,45.16129,4.135458,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",10,312,0,0,0,NA,6.25,0,0,10.41667,40,3.862069,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",19,801,0,0,0,NA,2.76873,0,0,7.407407,31.57895,4.205479,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",11,407,0,0,0,NA,5.128205,1,0,6.666667,0,4.394366,0
"F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",17,683,0,0,0,NA,3.428571,3,0,6.666667,23.52941,4.133858,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",11,336,0,0,0,1,7.755102,8,0,8.695652,0,5.212766,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",53,1535,0,0,0,NA,9.117221,4,0,6.666667,7.54717,4.162651,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",27,725,0,0,0,1,5.411255,2,0,11.42857,0,4.574257,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",66,2433,0,0,0,1,5.208333,2,0,12.12121,0,4.699301,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",23,670,0,0,0,1,7.265774,8,0,18.18182,0,4.711712,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",32,1461,0,0,0,1,4.432624,21,0,7.142857,0,4.372093,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",54,1817,0,0,0,1,4.633621,2,0,12.12121,0,4.526829,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",27,757,0,0,0,1,5.020921,2,0,11.42857,0,4.552381,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",29,934,0,0,0,1,4.371585,22,0,12.82051,0,4.331361,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",23,585,0,0,0,1,5.026455,2,0,11.42857,0,4.554217,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",40,1341,0,0,0,1,6.718346,2,0,12.12121,0,4.607143,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",10,277,0,0,0,1,14.68927,8,0,18.36735,0,4.538462,1
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",23,583,0,0,0,1,5.820106,2,0,11.42857,0,4.554217,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",46,1522,0,0,0,1,6.987952,2,0,12.12121,0,4.322917,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",23,567,0,0,0,1,4.395604,2,0,11.42857,0,4.493827,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",42,1415,0,0,0,1,4.761905,2,0,12.12121,0,4.287958,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",67,2132,0,0,0,1,5.958549,2,0,12.12121,0,4.541176,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",27,754,0,0,0,1,4.651163,2,0,11.42857,0,4.504762,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",31,851,0,0,0,1,5.482042,2,0,11.42857,0,4.6,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",85,3087,0,0,0,1,5.92227,2,0,12.12121,0,4.684971,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",23,570,0,0,0,1,4.098361,2,0,11.42857,0,4.575,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",41,1290,0,0,0,1,4.207574,2,0,12.12121,0,4.321212,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",23,1029,0,0,0,1,5.444887,8,0,9.375,0,4.429412,0
"F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",26,812,0,0,0,1,5.573248,19,0,19.35484,0,4.517986,0
